contrast,sensitivity,specificity,age,crude_rr_recorded,corrected_crude_rr,valid,sign_preserved,interpretation
prepregnancy,1,0.995,39,1.41105865071171,1.46277359302662,TRUE,TRUE,Non-differential recorded-exposure error corrected on the crude age-specific 2x2 table; the crude table is used because the correction is illustrative. Non-differential error cannot change the direction of an association; corrected estimates move away from the null in both directions.
prepregnancy,1,0.995,40,1.41656126920171,1.47072278219089,TRUE,TRUE,Non-differential recorded-exposure error corrected on the crude age-specific 2x2 table; the crude table is used because the correction is illustrative. Non-differential error cannot change the direction of an association; corrected estimates move away from the null in both directions.
prepregnancy,1,0.995,41,1.43270996990523,1.4915575382327,TRUE,TRUE,Non-differential recorded-exposure error corrected on the crude age-specific 2x2 table; the crude table is used because the correction is illustrative. Non-differential error cannot change the direction of an association; corrected estimates move away from the null in both directions.
prepregnancy,1,0.995,42,1.45873694923402,1.52576639732209,TRUE,TRUE,Non-differential recorded-exposure error corrected on the crude age-specific 2x2 table; the crude table is used because the correction is illustrative. Non-differential error cannot change the direction of an association; corrected estimates move away from the null in both directions.
prepregnancy,1,0.995,43,1.35017769035894,1.40943263997263,TRUE,TRUE,Non-differential recorded-exposure error corrected on the crude age-specific 2x2 table; the crude table is used because the correction is illustrative. Non-differential error cannot change the direction of an association; corrected estimates move away from the null in both directions.
prepregnancy,1,0.995,44,1.46824850193708,1.55374449338027,TRUE,TRUE,Non-differential recorded-exposure error corrected on the crude age-specific 2x2 table; the crude table is used because the correction is illustrative. Non-differential error cannot change the direction of an association; corrected estimates move away from the null in both directions.
prepregnancy,1,0.995,45,1.15921453226807,1.19921689021237,TRUE,TRUE,Non-differential recorded-exposure error corrected on the crude age-specific 2x2 table; the crude table is used because the correction is illustrative. Non-differential error cannot change the direction of an association; corrected estimates move away from the null in both directions.
prepregnancy,1,1,15,0.834643401150819,0.834643401150819,TRUE,TRUE,Non-differential recorded-exposure error corrected on the crude age-specific 2x2 table; the crude table is used because the correction is illustrative. Non-differential error cannot change the direction of an association; corrected estimates move away from the null in both directions.
prepregnancy,1,1,16,0.780705496767497,0.780705496767497,TRUE,TRUE,Non-differential recorded-exposure error corrected on the crude age-specific 2x2 table; the crude table is used because the correction is illustrative. Non-differential error cannot change the direction of an association; corrected estimates move away from the null in both directions.
prepregnancy,1,1,17,0.837274205138732,0.837274205138732,TRUE,TRUE,Non-differential recorded-exposure error corrected on the crude age-specific 2x2 table; the crude table is used because the correction is illustrative. Non-differential error cannot change the direction of an association; corrected estimates move away from the null in both directions.
prepregnancy,1,1,18,0.86199315649325,0.86199315649325,TRUE,TRUE,Non-differential recorded-exposure error corrected on the crude age-specific 2x2 table; the crude table is used because the correction is illustrative. Non-differential error cannot change the direction of an association; corrected estimates move away from the null in both directions.
prepregnancy,1,1,19,0.883508936025948,0.883508936025948,TRUE,TRUE,Non-differential recorded-exposure error corrected on the crude age-specific 2x2 table; the crude table is used because the correction is illustrative. Non-differential error cannot change the direction of an association; corrected estimates move away from the null in both directions.
prepregnancy,1,1,20,0.868057038180831,0.868057038180831,TRUE,TRUE,Non-differential recorded-exposure error corrected on the crude age-specific 2x2 table; the crude table is used because the correction is illustrative. Non-differential error cannot change the direction of an association; corrected estimates move away from the null in both directions.
prepregnancy,1,1,21,0.871968596580674,0.871968596580674,TRUE,TRUE,Non-differential recorded-exposure error corrected on the crude age-specific 2x2 table; the crude table is used because the correction is illustrative. Non-differential error cannot change the direction of an association; corrected estimates move away from the null in both directions.
prepregnancy,1,1,22,0.864723973231443,0.864723973231443,TRUE,TRUE,Non-differential recorded-exposure error corrected on the crude age-specific 2x2 table; the crude table is used because the correction is illustrative. Non-differential error cannot change the direction of an association; corrected estimates move away from the null in both directions.
